,index,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,split
780,790,1205,534276190,20,RL,74.0,7785,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,3.0,1014,0,0,1014,0.0,0.0,1,0,2,1,2,6,7,0,0,Attchd,1956.0,3,1.0,267.0,2,2,2,0,0,40,0,200,0,0,2,NA,0,3,2008,WD ,98000.0,Train
781,791,763,904301060,90,RL,60.0,10800,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,5,5,4,7,1200.0,2,0.0,0.0,1200.0,GasA,2,Y,3.0,1200,0,0,1200,3.0,0.0,3,0,3,1,2,5,7,0,0,NA,1980.0,0,0.0,0.0,0,0,2,120,0,0,0,0,0,0,0,NA,0,3,2009,WD ,179000.0,Train
782,792,512,528439060,20,RL,76.0,9139,Pave,NA,2,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,206.0,3,2,PConc,6,4,3,7,379.0,2,0.0,1043.0,1422.0,GasA,4,Y,3.0,1432,0,0,1432,0.0,0.0,2,0,3,1,3,7,7,1,5,Attchd,2006.0,4,2.0,492.0,2,2,2,297,50,0,0,0,0,0,0,NA,0,9,2009,WD ,245000.0,Train
783,793,592,534175080,20,RL,78.0,10140,Pave,NA,3,Lvl,3,Inside,2,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,6,4,2,3,144.0,7,1127.0,379.0,1650.0,GasA,4,Y,3.0,1680,0,0,1680,1.0,0.0,2,0,3,1,3,7,3,1,4,Attchd,1998.0,4,2.0,583.0,2,2,2,78,73,0,0,0,0,0,0,NA,0,6,2009,WD ,213250.0,Train
784,794,1255,535375140,20,RL,60.0,10122,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,3.0,869,0,0,869,0.0,0.0,1,0,1,1,2,3,7,0,0,Detchd,1948.0,3,1.0,390.0,1,2,0,0,0,66,0,0,0,0,4,NA,0,8,2008,WD ,89900.0,Train
785,795,355,527162110,60,RL,74.0,10141,Pave,NA,2,Lvl,3,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,2,2,PConc,5,4,2,2,0.0,2,0.0,832.0,832.0,GasA,3,Y,3.0,885,833,0,1718,0.0,0.0,2,1,3,1,2,7,7,1,4,Attchd,1998.0,4,2.0,427.0,2,2,2,0,94,0,0,291,0,0,0,NA,0,12,2009,WD ,185000.0,Train
786,796,1676,527450030,160,RM,21.0,2205,Pave,NA,3,Lvl,3,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,567.0,2,2,CBlock,4,4,2,6,312.0,2,0.0,213.0,525.0,GasA,2,Y,3.0,525,567,0,1092,0.0,0.0,1,1,3,1,2,6,7,0,0,Detchd,1973.0,3,1.0,264.0,2,2,2,144,0,0,0,0,0,0,0,NA,0,2,2007,WD ,113500.0,Train
787,797,2599,535377070,30,RL,60.0,10914,Pave,Grvl,3,Lvl,3,Inside,2,NAmes,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,1,CBlock,4,4,3,2,0.0,2,0.0,715.0,715.0,GasA,1,N,0.0,715,0,0,715,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1967.0,3,2.0,660.0,1,2,0,0,0,75,0,112,0,0,0,NA,0,8,2006,WD ,68000.0,Train
788,798,312,914476520,20,RL,129.0,9196,Pave,NA,2,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,6,4,2,2,0.0,2,0.0,1560.0,1560.0,GasA,4,Y,3.0,1560,0,0,1560,0.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,2003.0,4,2.0,573.0,2,2,2,100,150,0,0,0,0,0,0,NA,0,4,2010,WD ,201000.0,Train
789,799,1124,528477040,60,FV,75.0,9803,Pave,NA,3,Lvl,3,Inside,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,7,400.0,2,0.0,466.0,866.0,GasA,3,Y,3.0,866,902,0,1768,0.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,2005.0,3,2.0,603.0,2,2,2,0,108,0,0,0,0,0,0,NA,0,2,2008,WD ,226700.0,Train
790,800,1702,528118050,20,RL,59.0,17169,Pave,NA,1,Lvl,3,CulDSac,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,970.0,4,2,PConc,6,4,3,7,1684.0,2,0.0,636.0,2320.0,GasA,4,Y,3.0,2290,0,0,2290,2.0,0.0,2,1,2,1,4,7,7,1,5,Attchd,2007.0,4,3.0,1174.0,2,2,2,192,30,0,0,0,0,0,0,NA,0,8,2007,New,500067.0,Train
791,801,2434,528235190,60,RL,59.0,9171,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,3,2,0.0,2,0.0,848.0,848.0,GasA,4,Y,3.0,848,750,0,1598,0.0,0.0,2,1,3,1,3,7,7,1,5,Attchd,2004.0,4,2.0,433.0,2,2,2,100,48,0,0,0,0,0,0,NA,0,7,2006,WD ,201490.0,Train
792,802,1432,907126030,20,RL,65.0,9750,Pave,NA,3,Low,3,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5,4,2,7,722.0,2,0.0,268.0,990.0,GasA,4,Y,3.0,990,0,0,990,1.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1997.0,3,2.0,528.0,2,2,2,168,0,0,0,0,0,0,0,NA,0,8,2008,WD ,155000.0,Train
793,803,689,535476110,90,RL,75.0,8604,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124.0,2,3,CBlock,5,4,3,7,941.0,2,0.0,0.0,941.0,GasA,3,Y,3.0,941,0,0,941,1.0,0.0,1,0,2,1,3,4,7,0,0,Attchd,1978.0,3,2.0,564.0,2,2,2,0,40,0,0,0,0,0,0,NA,0,11,2009,WD ,145000.0,Train
794,804,1349,903235010,70,RM,60.0,6155,Pave,NA,2,Lvl,3,FR3,2,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,3,2,0.0,2,0.0,611.0,611.0,GasA,4,Y,3.0,751,611,0,1362,0.0,0.0,2,0,3,1,2,6,7,0,0,Detchd,1920.0,4,2.0,502.0,2,1,2,0,0,84,0,0,0,0,0,NA,0,6,2008,WD ,128000.0,Train
795,805,1759,528290170,60,RL,58.0,9487,Pave,NA,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,5,4,2,7,520.0,2,0.0,395.0,915.0,GasA,4,Y,3.0,940,750,0,1690,1.0,0.0,2,1,3,1,2,7,7,1,4,Attchd,2000.0,3,2.0,442.0,2,2,2,0,50,0,0,0,0,0,0,NA,0,6,2007,WD ,187000.0,Train
796,806,893,908186080,180,RM,35.0,3675,Pave,NA,3,Lvl,3,Inside,2,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,2,2,Wood,5,4,4,7,547.0,2,0.0,0.0,547.0,GasA,3,Y,3.0,1072,0,0,1072,1.0,0.0,1,0,2,1,2,5,7,0,0,Basment,2005.0,4,2.0,525.0,2,2,2,0,28,0,0,0,0,0,0,NA,0,4,2009,WD ,145500.0,Train
797,807,944,911104060,30,C (all),60.0,10200,Pave,Grvl,3,Lvl,3,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,572.0,572.0,GasA,1,N,0.0,572,0,0,572,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1940.0,3,1.0,200.0,2,2,0,0,0,72,0,0,0,0,0,NA,0,5,2009,WD ,75000.0,Train
798,808,2109,906382020,20,RL,75.0,11750,Pave,NA,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,204.0,3,2,PConc,5,4,3,7,20.0,2,0.0,1526.0,1546.0,GasA,4,Y,3.0,1546,0,0,1546,0.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,2005.0,3,3.0,796.0,2,2,2,144,42,0,0,0,0,0,0,NA,0,6,2007,WD ,217000.0,Train
799,809,316,916386010,20,RL,88.0,11896,Pave,NA,2,Lvl,3,Corner,2,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,60.0,3,2,PConc,5,4,2,7,78.0,2,0.0,1258.0,1336.0,GasA,4,Y,3.0,1346,0,0,1346,1.0,0.0,2,0,3,1,3,6,7,1,4,Attchd,2008.0,4,3.0,660.0,2,2,2,100,48,0,0,0,0,0,0,NA,0,5,2010,WD ,220000.0,Train
800,810,2529,534129230,60,RL,80.0,10400,Pave,NA,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,2,2,CBlock,4,4,2,4,247.0,2,0.0,485.0,732.0,GasA,3,Y,3.0,1012,778,0,1790,1.0,0.0,1,2,4,1,2,8,5,1,4,Attchd,1972.0,3,2.0,484.0,2,2,2,148,0,0,0,147,0,0,0,NA,0,11,2006,WD ,165150.0,Train
801,811,1448,907202160,80,RL,6021.802941336625,10970,Pave,NA,2,Low,3,Inside,1,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,2,2,CBlock,5,5,4,7,505.0,3,435.0,0.0,940.0,GasA,2,Y,3.0,1026,0,0,1026,1.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1981.0,3,2.0,576.0,2,1,2,0,0,34,0,0,0,0,3,NA,0,10,2008,WD ,147000.0,Train
802,812,871,907275090,20,RL,73.0,11883,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196.0,3,2,PConc,5,4,4,7,690.0,2,0.0,814.0,1504.0,GasA,4,Y,3.0,1504,0,0,1504,1.0,0.0,2,0,3,1,3,6,7,1,4,Attchd,1996.0,4,2.0,478.0,2,2,2,115,66,0,0,0,0,0,0,NA,0,6,2009,WD ,203000.0,Train
803,813,142,535152150,20,RL,70.0,10552,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,4,4,2,4,1018.0,2,0.0,380.0,1398.0,GasA,3,Y,3.0,1700,0,0,1700,0.0,1.0,1,1,4,1,3,6,7,1,5,Attchd,1959.0,3,2.0,447.0,2,2,2,0,38,0,0,0,0,0,0,NA,0,4,2010,WD ,165500.0,Train
804,814,1515,909101060,30,RL,45.0,8248,Pave,Grvl,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,2,BrkTil,4,4,2,5,41.0,2,0.0,823.0,864.0,GasA,2,N,1.0,864,0,0,864,1.0,0.0,1,0,2,1,2,5,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,0,0,100,0,0,0,0,0,NA,0,9,2008,WD ,67000.0,Train
805,815,1970,535476360,60,RL,80.0,9760,Pave,NA,3,Lvl,3,Inside,1,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,340.0,2,2,CBlock,4,4,4,5,536.0,4,117.0,169.0,822.0,GasA,3,Y,3.0,1020,831,0,1851,0.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1964.0,3,2.0,440.0,2,2,2,239,42,0,0,0,0,0,1,NA,0,7,2007,WD ,187000.0,Train
806,816,572,533221040,160,FV,34.0,2998,Pave,NA,3,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,3,2,PConc,5,4,2,7,507.0,2,0.0,249.0,756.0,GasA,4,Y,3.0,756,756,0,1512,1.0,0.0,2,1,2,1,3,4,7,0,0,Detchd,2000.0,3,2.0,440.0,2,2,2,0,32,0,0,0,0,0,0,NA,0,8,2009,WD ,180000.0,Train
807,817,2200,909251040,50,RL,51.0,6821,Pave,NA,3,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,4,2,5,113.0,2,0.0,538.0,651.0,GasA,3,Y,3.0,759,539,0,1298,0.0,0.0,2,0,2,1,2,8,7,1,5,Detchd,1994.0,3,1.0,240.0,2,2,1,216,0,168,0,0,0,0,0,NA,0,8,2007,WD ,146500.0,Train
808,818,2147,907252190,20,RL,6232.621494805552,11354,Pave,NA,3,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,4,4,7,1412.0,2,0.0,261.0,1673.0,GasA,4,Y,3.0,1673,0,0,1673,1.0,0.0,2,0,3,1,3,7,7,1,4,Attchd,2000.0,3,2.0,583.0,2,2,2,306,113,0,0,116,0,0,0,NA,0,1,2007,WD ,270000.0,Train
809,819,249,906225210,85,RL,73.0,9069,Pave,NA,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,5,4,3,7,747.0,2,0.0,189.0,936.0,GasA,4,Y,3.0,996,0,0,996,1.0,0.0,1,0,2,1,3,5,7,0,0,Attchd,1992.0,3,2.0,564.0,2,2,2,120,0,0,0,0,0,0,0,NA,0,4,2010,WD ,147000.0,Train
810,820,162,535450210,50,RL,60.0,8064,Pave,NA,3,Lvl,3,Inside,2,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,4,4,2,6,481.0,4,174.0,161.0,816.0,GasA,2,Y,3.0,816,408,0,1224,1.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1950.0,3,1.0,280.0,2,2,2,414,0,0,0,0,0,0,2,NA,0,5,2010,WD ,132000.0,Train
811,821,664,535383070,50,RL,90.0,5400,Pave,NA,3,Lvl,3,Corner,2,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,None,0.0,1,2,PConc,4,4,2,6,315.0,4,105.0,420.0,840.0,GasA,4,Y,3.0,840,534,0,1374,0.0,0.0,1,0,2,1,2,6,7,0,0,Detchd,1967.0,4,1.0,338.0,2,2,2,0,0,198,0,0,0,0,0,NA,0,10,2009,WD ,105000.0,Train
812,822,1516,909101180,190,RL,55.0,5687,Pave,Grvl,3,Bnk,3,Inside,2,SWISU,Norm,Norm,2fmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,1,PConc,4,3,2,4,210.0,2,0.0,570.0,780.0,GasA,4,N,3.0,936,780,0,1716,1.0,0.0,2,0,6,1,1,9,7,0,0,NA,1980.0,0,0.0,0.0,0,0,0,0,184,0,0,0,0,0,0,NA,0,3,2008,WD ,135900.0,Train
813,823,16,527216070,60,RL,47.0,53504,Pave,NA,1,HLS,3,CulDSac,1,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,4,2,PConc,5,4,4,6,1416.0,2,0.0,234.0,1650.0,GasA,4,Y,3.0,1690,1589,0,3279,1.0,0.0,3,1,4,1,4,12,4,1,5,BuiltIn,2003.0,4,3.0,841.0,2,2,2,503,36,0,0,210,0,0,0,NA,0,6,2010,WD ,538000.0,Train
814,824,1808,531363040,20,RL,63.0,7500,Pave,NA,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,5,2,2,0.0,2,0.0,1143.0,1143.0,GasA,4,Y,3.0,1143,0,0,1143,0.0,0.0,1,1,3,1,3,5,7,0,0,NA,1980.0,0,0.0,0.0,0,0,2,0,55,0,0,0,0,0,0,NA,0,10,2007,WD ,147000.0,Train
815,825,425,528106070,20,RL,108.0,13173,Pave,NA,2,Lvl,3,Corner,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,3,2,PConc,6,4,2,7,1572.0,2,0.0,80.0,1652.0,GasA,4,Y,3.0,1652,0,0,1652,1.0,0.0,2,0,2,1,4,6,7,2,6,Attchd,2006.0,4,2.0,840.0,2,2,2,404,102,0,0,0,0,0,0,NA,0,11,2009,WD ,325000.0,Train
816,826,1372,904100020,20,RL,82.0,9488,Pave,NA,3,Lvl,3,Inside,2,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,CBlock,4,4,2,2,0.0,2,0.0,1046.0,1046.0,GasA,3,N,3.0,1054,0,0,1054,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1947.0,3,1.0,240.0,2,2,2,0,60,122,0,0,0,0,0,NA,0,9,2008,WD ,124000.0,Train
817,827,2495,532378070,20,RL,7425.06393786417,13526,Pave,NA,2,Lvl,3,CulDSac,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,2,2,CBlock,4,4,2,5,560.0,3,375.0,0.0,935.0,GasA,2,Y,3.0,935,0,0,935,1.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1965.0,3,1.0,288.0,2,2,2,180,0,0,0,0,0,0,3,NA,0,11,2006,WD ,137000.0,Train
818,828,661,535381040,50,RL,60.0,10410,Pave,Grvl,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,1313.0,1313.0,GasA,2,Y,3.0,1313,0,1064,2377,0.0,0.0,2,0,3,1,3,8,5,1,4,Detchd,1954.0,3,2.0,528.0,2,2,2,0,0,432,0,0,0,0,0,NA,0,6,2009,WD ,142900.0,Train
819,829,1301,902201140,20,RM,100.0,12000,Pave,NA,3,Lvl,3,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,4,2,7,144.0,6,608.0,172.0,924.0,GasA,4,Y,3.0,1122,0,0,1122,1.0,0.0,1,0,2,1,3,6,7,0,0,Attchd,1948.0,3,2.0,528.0,2,2,2,0,36,0,0,0,0,0,2,NA,0,5,2008,WD ,147000.0,Train
820,830,396,527404020,20,RL,4297.922061408419,7830,Pave,NA,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,1180.0,1180.0,GasA,2,Y,3.0,1180,0,0,1180,0.0,0.0,1,1,2,1,2,6,7,0,0,Attchd,1970.0,3,2.0,477.0,2,2,2,0,45,0,0,0,0,0,0,NA,0,3,2009,COD,128000.0,Train
821,831,2663,902328100,75,RM,65.0,8850,Pave,NA,2,Bnk,3,Corner,2,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,4,4,2,2,0.0,2,0.0,815.0,815.0,GasA,4,Y,3.0,815,875,0,1690,0.0,0.0,1,0,3,1,2,7,7,1,5,Detchd,1916.0,3,1.0,225.0,2,2,2,0,0,330,0,0,0,0,0,NA,0,7,2006,ConLw,144000.0,Train
822,832,50,528181050,120,RL,41.0,7132,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,3,2,PConc,5,4,3,7,24.0,2,0.0,1346.0,1370.0,GasA,4,Y,3.0,1370,0,0,1370,0.0,0.0,2,0,2,1,3,6,7,1,5,Attchd,2006.0,3,2.0,484.0,2,2,2,120,49,0,0,0,0,0,0,NA,0,4,2010,WD ,205000.0,Train
823,833,886,908102270,20,RL,75.0,9937,Pave,NA,3,Lvl,3,Corner,2,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,3,PConc,4,4,2,5,637.0,2,0.0,849.0,1486.0,GasA,4,Y,3.0,1486,0,0,1486,1.0,0.0,1,0,3,1,2,7,7,0,0,Detchd,1968.0,4,2.0,480.0,2,2,2,0,0,0,0,0,0,0,3,NA,0,3,2009,WD ,167000.0,Train
824,834,696,902103170,50,RM,52.0,5720,Pave,NA,3,Lvl,3,Inside,2,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,676.0,676.0,GasA,4,Y,3.0,676,455,0,1131,0.0,0.0,1,1,3,1,2,5,7,0,0,Detchd,1941.0,3,1.0,200.0,2,2,2,26,0,0,0,0,0,0,0,NA,0,8,2009,WD ,66500.0,Train
825,835,2454,528366040,60,RL,6908.448680535367,12585,Pave,NA,2,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,420.0,3,2,PConc,5,4,2,3,247.0,7,1039.0,0.0,1286.0,GasA,4,Y,3.0,1565,1234,0,2799,1.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,1993.0,4,3.0,704.0,2,2,2,432,136,0,0,0,0,0,0,NA,0,10,2006,WD ,315000.0,Train
826,836,2106,906380140,60,RL,85.0,11103,Pave,NA,2,Lvl,3,Corner,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,2,2,0.0,2,0.0,728.0,728.0,GasA,4,Y,3.0,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,2006.0,4,2.0,440.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,7,2007,New,155835.0,Train
827,837,353,527146010,120,RL,57.0,8013,Pave,NA,2,Lvl,3,Corner,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,5,4,2,7,741.0,2,0.0,846.0,1587.0,GasA,4,Y,3.0,1734,0,0,1734,1.0,0.0,2,0,2,1,3,6,7,0,0,Attchd,1995.0,3,2.0,528.0,2,2,2,52,50,0,0,0,0,0,0,NA,0,9,2009,WD ,239500.0,Train
828,838,441,528120170,20,RL,77.0,10872,Pave,NA,2,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,3,2,PConc,6,5,3,7,1037.0,2,0.0,467.0,1504.0,GasA,4,Y,3.0,1531,0,0,1531,1.0,0.0,2,0,2,1,4,6,7,1,5,Attchd,2006.0,4,3.0,700.0,2,2,2,184,52,0,0,0,0,0,0,NA,0,2,2009,WD ,300000.0,Train
829,839,2270,916455150,20,RL,80.0,11305,Pave,NA,3,Lvl,3,Inside,2,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,886.0,3,2,PConc,5,4,3,7,1329.0,2,0.0,593.0,1922.0,GasA,4,Y,3.0,1922,0,0,1922,1.0,0.0,2,0,2,1,3,6,7,1,6,Attchd,2002.0,4,3.0,692.0,2,2,2,201,64,0,0,0,0,0,0,NA,0,4,2007,WD ,282000.0,Train
830,840,1924,535177020,20,RL,70.0,9100,Pave,NA,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Hip,CompShg,HdBoard,HdBoard,BrkCmn,69.0,2,2,CBlock,4,4,2,2,0.0,2,0.0,1144.0,1144.0,GasA,2,Y,3.0,1144,0,0,1144,0.0,0.0,1,0,3,1,2,6,7,1,5,Attchd,1960.0,3,1.0,336.0,2,2,2,0,0,0,0,0,0,0,0,NA,0,6,2007,WD ,120000.0,Train
831,841,1402,905401045,20,RL,73.0,39104,Pave,NA,2,Low,3,CulDSac,0,ClearCr,Norm,Norm,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0.0,2,2,CBlock,5,4,4,3,226.0,7,1063.0,96.0,1385.0,GasA,4,Y,3.0,1363,0,0,1363,1.0,0.0,1,0,2,1,2,5,4,2,4,Attchd,1954.0,3,2.0,439.0,2,2,2,81,0,0,0,0,0,0,0,NA,0,4,2008,WD ,241500.0,Train
